ID,Recipe,Produced,Link,Ordered 0,I want,I have,Ingredients,Ing 1,Amt 1,,Ing 2,Amt 2,,Ing 3,Amt 3,,Ing 4,Amt 4,,Ing 5,Amt 5,,Ing 6,Amt 6,,Ing 7,Amt 7,,Ing 8,Amt 8,,Ing 9,Amt 9,,Ing 10,Amt 10,,Ing 11,Amt 11,,Dup,Category,Skill,Skill Req,Value,Markup,Value Per,Profit,Npc Value,Price Override,Found Where,Notes,Icon,Ordered Value 0,Markup %,CraftCount,Target Items 0,Item Count,Craft Order,,IconName,,,Material Bonus1,,Material Bonus2,,Material Bonus3,,Material Bonus4,,Material Bonus5,,Material Bonus6,Weight,Min Damage,Damage / Max Damage,SDD,StrMod,DexMultipler,IntMultipler,Critical,Range,Durability,Damage Resistance,Damage Absorption,Damage Avoidance,Fizzle,Slugs,Weapon Damage,Weapon Critical,,,,,,,Source,EndRecipe,LinkSingle1,Total from Base,BlackBar,ID#,Search1,Search2,RecipeName,Tool List,Price0,Price1,Price2,Price3,Price4,Price5,Price6,Price7,Price8,Price9,Price10,,,Icon_Filenames,Sort
Epic Leather Leggings#_06bb7ac94bb982cf7967d68a5e928e54,Epic Leather Leggings,1,,0,,,"Tailoring Scissors, Rawhide Mallet, (5)Yard of Leather, (5)Strap, (4)Wax",Tailoring Scissors,1,0,Rawhide Mallet,1,0,Yard of Leather,5,0,Strap,5,0,Wax,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,,245.30,22.30,223,-192.00,62,,,,ArchetypeArmor_Leather_003_Legs_Full_,0.00,10.00,0.00,0,1,4,,,,125.00%,Combat Damage,,,,,,,,,,,2,,,,,,,,,100,2,,0,4,,,,,,,,,,,,,1,,22,,,Epic Leather Leggings,,,,,,,,,,,,,,,,
Epic Plate Boots#_5571c0e00c4087980d764c67c006a3c7,Epic Plate Boots,1,,0,,,"Smithing Hammer, Edged Chisel, (3)Metal Sheet, (2)Chunk of Coal",Smithing Hammer,1,0,Edged Chisel,1,0,Metal Sheet,3,0,Chunk of Coal,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,,244.20,22.20,222,-154.00,136,,,,ArchetypeArmor_Plate_003_Feet,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,5,,,,,,,,,100,2,0,2,,,,,,,,,,,,,,1,,17,,,Epic Plate Boots,,,,,,,,,,,,,,,,
Epic Plate Chest Armor#_985df86a69d399f2986ae8cdec77dcab,Epic Plate Chest Armor,1,,0,,,"Smithing Hammer, Edged Chisel, (8)Metal Sheet, (4)Metal Binding, (2)Strap, (3)Chunk of Coal",Smithing Hammer,1,0,Edged Chisel,1,0,Metal Sheet,8,0,Metal Binding,4,0,Strap,2,0,Chunk of Coal,3,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,,768.90,69.90,699,-604.00,190,,,,ArchetypeArmor_Plate_003_Torso_Full_,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,10,,,,,,,,,100,4,,5,28,,,,,,,,,,,,,1,,23,,,Epic Plate Chest Armor,,,,,,,,,,,,,,,,
Epic Plate Chest Half-Armor#_831ad35d5e6516584f8259c4d02be5f3,Epic Plate Chest Half-Armor,1,,0,,,"Smithing Hammer, Edged Chisel, (6)Metal Sheet, (4)Metal Binding, (3)Chunk of Coal",Smithing Hammer,1,0,Edged Chisel,1,0,Metal Sheet,6,0,Metal Binding,4,0,Chunk of Coal,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,,599.50,54.50,545,-460.00,170,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,10,,,,,,,,,75,4,,5,28,,,,,,,,,,,,,1,,28,,,Epic Plate Chest Half-Armor,,,,,,,,,,,,,,,,
Epic Plate Chest Quarter-Armor#_7a8475c9b6fac0300cdc1d39ea077a75,Epic Plate Chest Quarter-Armor,1,,0,,,"Smithing Hammer, Edged Chisel, (4)Metal Sheet, (4)Metal Binding, (3)Chunk of Coal",Smithing Hammer,1,0,Edged Chisel,1,0,Metal Sheet,4,0,Metal Binding,4,0,Chunk of Coal,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,?,441.10,40.10,401,-401.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,31,,,Epic Plate Chest Quarter-Armor,,,,,,,,,,,,,,,,
Epic Plate Gauntlets#_83245fc0bef1da38df8f76fe6425f791,Epic Plate Gauntlets,1,,0,,,"Smithing Hammer, Edged Chisel, (2)Metal Sheet, (3)Metal Binding, (3)Chunk of Coal",Smithing Hammer,1,0,Edged Chisel,1,0,Metal Sheet,2,0,Metal Binding,3,0,Chunk of Coal,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,,254.10,23.10,231,-174.00,114,,,,ArchetypeArmor_Plate_003_Hands,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,5,,,,,,,,,100,2,0,2,,,,,,,,,,,,,,1,,21,,,Epic Plate Gauntlets,,,,,,,,,,,,,,,,
Epic Plate Helm#_258ed9bf34c34e80abed7923bc6023d9,Epic Plate Helm,1,,0,,,"Smithing Hammer, Edged Chisel, (4)Metal Sheet, (2)Metal Binding, (3)Chunk of Coal",Smithing Hammer,1,0,Edged Chisel,1,0,Metal Sheet,4,0,Metal Binding,2,0,Chunk of Coal,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,?,383.90,34.90,349,-349.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,16,,,Epic Plate Helm,,,,,,,,,,,,,,,,
Epic Plate Leggings Half-Armor#_becb1a039f8685348acbb30d601353a5,Epic Plate Leggings Half-Armor,1,,0,,,"Smithing Hammer, Edged Chisel, (4)Metal Sheet, (3)Metal Binding, (3)Chunk of Coal",Smithing Hammer,1,0,Edged Chisel,1,0,Metal Sheet,4,0,Metal Binding,3,0,Chunk of Coal,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,,412.50,37.50,375,-307.50,135,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,7,,,,,,,,,75,3,,3,6,,,,,,,,,,,,,1,,31,,,Epic Plate Leggings Half-Armor,,,,,,,,,,,,,,,,
Epic Plate Leggings Quarter-Armor#_5a74375d11ce5347aa1d202281462796,Epic Plate Leggings Quarter-Armor,1,,0,,,"Smithing Hammer, Edged Chisel, (3)Metal Sheet, (3)Metal Binding, (3)Chunk of Coal",Smithing Hammer,1,0,Edged Chisel,1,0,Metal Sheet,3,0,Metal Binding,3,0,Chunk of Coal,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,?,333.30,30.30,303,-303.00,,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,34,,,Epic Plate Leggings Quarter-Armor,,,,,,,,,,,,,,,,
Epic Plate Leggings#_0fbf20572c0ae3401e4e2f4444286790,Epic Plate Leggings,1,,0,,,"Smithing Hammer, Edged Chisel, (5)Metal Sheet, (3)Metal Binding, (2)Strap, (3)Chunk of Coal",Smithing Hammer,1,0,Edged Chisel,1,0,Metal Sheet,5,0,Metal Binding,3,0,Strap,2,0,Chunk of Coal,3,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,,502.70,45.70,457,-389.50,135,,,,ArchetypeArmor_Plate_003_Legs_Full_,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,7,,,,,,,,,100,3,,3,6,,,,,,,,,,,,,1,,20,,,Epic Plate Leggings,,,,,,,,,,,,,,,,
Explosive Potion#_6d6e6caab61d5adb419a4431da183283,Explosive Potion,1,,0,,,"Mortar and Pestle, (10)Sulfurous Ash, (3)Black Pearl, Empty Flask",Mortar and Pestle,1,0,Sulfurous Ash,10,0,Black Pearl,3,0,Empty Flask,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Alchemy,25,42.90,3.90,39,11.00,100,,,,ItemPotion_Explosive,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,17,,,Explosive Potion,,,,,,,,,,,,,,,,
Fabric Scrap#,Fabric Scrap,1,,0,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Gathering,Gathering,,0.00,0.00,0,0.00,,,,,,0.00,10.00,0.00,0,1,2,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,Wiki,,,1,,13,,,Fabric Scrap,,,,,,,,,,,,,,,,
Fabric#_c4c442b2df0ee56e824df6f293099aa6,Fabric,1,,0,,,"Loom Shuttle, (15)Spool of Cotton Thread",Loom Shuttle,1,0,Spool of Cotton Thread,15,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Refining,Textiles,,330.00,30.00,300,-287.50,25,,,,fabric_deco1,0.00,10.00,0.00,0,1,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7,,,Fabric,,,,,,,,,,,,,,,,
Fancy Bed#_a72d7ff3330e9965e3accbaaa925c720,Fancy Bed,1,,0,,,"Carpentry Hammer, (2)Wooden Bed Frame, Cloth Mattress, (10)Wooden Boards",Carpentry Hammer,1,0,Wooden Bed Frame,2,0,Cloth Mattress,1,0,Wooden Boards,10,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,50,613.80,55.80,558,-483.00,150,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,10,,,Fancy Bed,,,,,,,,,,,,,,,,
Fancy Stool#_6bb474b2c2c1ec0005d1a576b1ca6531,Fancy Stool,1,,0,,,"Carpentry Hammer, (2)Wooden Boards, (4)Wooden Pole",Carpentry Hammer,1,0,Wooden Boards,2,0,Wooden Pole,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,59.40,5.40,54,-48.50,11,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,12,,,Fancy Stool,,,,,,,,,,,,,,,,
Fancy Tiara#_1927ebf3362f254494e3773f7f8bfd0e,Fancy Tiara,1,,0,,,"Smithing Hammer, Wire Pliers, Edged Chisel, (3)Coil of Metal Wire, (3)Chunk of Coal",Smithing Hammer,1,0,Wire Pliers,1,0,Edged Chisel,1,0,Coil of Metal Wire,3,0,Chunk of Coal,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Blacksmithing,,171.60,15.60,156,-106.00,100,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,1,,,,,,,,,80,1,0,0,0,,,,,,,,,,,,,1,,12,,,Fancy Tiara,,,,,,,,,,,,,,,,
Fat#_0a65c35a3e7a6dadd3923fb20ccfbcc2,Fat,2,,0,,,"Cleaver, Deer Carcass",Cleaver,1,0,Deer Carcass,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Refining,Butchery,,5.50,0.50,5,-4.50,1,,,,AnimalFat,0.00,10.00,0.00,0,1,3,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,4,,,Fat,,,,,,,,,,,,,,,,
Fat#_3caa0b3b52fbc8169a13f7f80f7ef73a,Fat,2,,0,,,"Cleaver, Sheep Carcass",Cleaver,1,0,Sheep Carcass,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Refining,Butchery,,3.30,0.30,3,-2.50,1,,,,,0.00,10.00,0.00,0,1,3,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,4,,,Fat,,,,,,,,,,,,,,,,
Fat#_cfa58d8155e093ada08024514f48874e,Fat,2,,0,,,"Cleaver, Pig Carcass",Cleaver,1,0,Pig Carcass,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Refining,Butchery,,3.30,0.30,3,-2.50,1,,,,,0.00,10.00,0.00,0,1,3,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,4,,,Fat,,,,,,,,,,,,,,,,
Fishing Line#_d7aae2f544efbbceaea7d2b92cbdb8a8,Fishing Line,1,,0,,,"Tailoring Scissors, (3)Leather, (2)Wax",Tailoring Scissors,1,0,Leather,3,0,Wax,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,31,63.80,5.80,58,-53.00,10,,,,Bow_String_01,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,13,,,Fishing Line,,,,,,,,,,,,,,,,
Fishing Rod Shaft#_c0fae8fe63f8b19ca6407de86f67e721,Fishing Rod Shaft,1,,0,,,"Cubit Measure, (4)Maple Wood, Wax",Cubit Measure,1,0,Maple Wood,4,0,Wax,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Refining,Milling,,24.20,2.20,22,-12.00,20,,,,Wood_Pole_01,0.00,10.00,0.00,0,1,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,18,,,Fishing Rod Shaft,,,,,,,,,,,,,,,,
Fishing Rod Shaft#_eda4688966e7ff1639fedd2677114fba,Fishing Rod Shaft,1,,0,,,"Cubit Measure, (4)Pine Wood, Wax",Cubit Measure,1,0,Pine Wood,4,0,Wax,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Refining,Milling,,24.20,2.20,22,-12.00,20,,,,,0.00,10.00,0.00,0,1,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,18,,,Fishing Rod Shaft,,,,,,,,,,,,,,,,
Fishing Rod#_9e12c25f6e72dd2f839da1b9ed76cc4e,Fishing Rod,1,,0,,,"Carpentry Hammer, Fishing Rod Shaft, Fishing Line, Wax",Carpentry Hammer,1,0,Fishing Rod Shaft,1,0,Fishing Line,1,0,Wax,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,90.20,8.20,82,-72.00,20,,,,Fishing_Pole,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,12,,,Fishing Rod,,,,,,,,,,,,,,,,
Flask of Beef Stock#_65722d45c975949dab8cbd3d79bf31c0,Flask of Beef Stock,1,,0,,,"Cooking Pot, (10)Animal Bone, Bovine Meat, Jar of Cooking Oil, (2)Onion, Garlic, Pepper, Empty Flask",Cooking Pot,1,0,Animal Bone,10,0,Bovine Meat,1,0,Jar of Cooking Oil,1,0,Onion,2,0,Garlic,1,0,Pepper,1,0,Empty Flask,1,0,,,0,,,0,,,0,,Production,Cooking,,47.30,4.30,43,-30.50,25,,,,FlaskOfBeefStock,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,1,,20,,,Flask of Beef Stock,,,,,,,,,,,,,,,,
Flask of Vinegar#_7a045c88dd849d4802e0a430f1b05c75,Flask of Vinegar,1,,0,,,"Cooking Pot, Bottle of Wine, Jar of Yeast Culture, Empty Flask",Cooking Pot,1,0,Bottle of Wine,1,0,Jar of Yeast Culture,1,0,Empty Flask,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Cooking,,33.00,3.00,30,-17.50,25,,,,FlaskOfVinegar,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,1,,17,,,Flask of Vinegar,,,,,,,,,,,,,,,,
Flute#_8bf5983fa701ecb5aab34ec615167f5b,Flute,1,,0,,,"Carpentry Hammer, Wood Chisel, Wooden Pole, (5)Wax",Carpentry Hammer,1,0,Wood Chisel,1,0,Wooden Pole,1,0,Wax,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Carpentry,,24.20,2.20,22,-19.50,5,,,,,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,,,Flute,,,,,,,,,,,,,,,,
Focus Potion#_59b28b90e260fc537756f586bf68cca7,Focus Potion,1,,0,,,"Mortar and Pestle, (10)Mandrake Root, (3)Sulfurous Ash, Empty Flask",Mortar and Pestle,1,0,Mandrake Root,10,0,Sulfurous Ash,3,0,Empty Flask,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Alchemy,10,31.90,2.90,29,-9.00,40,,,,ItemPotion_FocusPotion1,0.00,10.00,0.00,0,1,4,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,13,,,Focus Potion,,,,,,,,,,,,,,,,
Fustian Bow String#_d32316de7969222aa02c5e6423390663,Fustian Bow String,1,,0,,,"Tailoring Scissors, (5)Spool of Fustian Thread, Wax",Tailoring Scissors,1,0,Spool of Fustian Thread,5,0,Wax,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,35,706.20,64.20,642,-642.00,,,,,Bow_String_01,0.00,10.00,0.00,0,1,4,,,,25%,Focus,25%,Focus,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19,,,Fustian Bow String,,,,,,,,,,,,,,,,
Fustian Cloth Boots with Hardened Leather#_b93555a1ef916c1b543e42ba462bb948,Fustian Cloth Boots with Hardened Leather,1,,0,,,"Tailoring Scissors, Bone Needle, (2)Bolt of Fustian Cloth, Yard of Hardened Leather, (3)Wax",Tailoring Scissors,1,0,Bone Needle,1,0,Bolt of Fustian Cloth,2,0,Yard of Hardened Leather,1,0,Wax,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,,840.40,76.40,764,-729.00,70,,,,,0.00,10.00,0.00,0,1,4,,,,2.00%,Focus,1%,Focus,25%,Combat Damage,0.50%,Weapon Damage,,,,,1,,,,,,,,,100,1,0,0,0,,,,,,,,,,,,,1,,42,,,Fustian Cloth Boots with Hardened Leather,,,,,,,,,,,,,,,,
Fustian Cloth Chest Armor with Bronze Binding and Hardened Leather#_2d0b980186bb06f4587b4a6f6e1eea72,Fustian Cloth Chest Armor with Bronze Binding and Hardened Leather,1,,0,,,"Tailoring Scissors, Bone Needle, (5)Bolt of Fustian Cloth, (3)Bronze Binding, (2)Yard of Hardened Leather, (4)Wax",Tailoring Scissors,1,0,Bone Needle,1,0,Bolt of Fustian Cloth,5,0,Bronze Binding,3,0,Yard of Hardened Leather,2,0,Wax,4,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,,2405.70,218.70,2187,-2152.00,70,,,,,0.00,10.00,0.00,0,1,4,,,,5.00%,Focus,2.50%,Focus,1.50%,Weapon Damage,0.30%,Item Damage Resist,0.5,Combat Damage,1%,Weapon Damage,1.5,,,,,,,,,100,2,3,2,0,,,,,,,,,,,,,1,,67,,,Fustian Cloth Chest Armor with Bronze Binding and Hardened Leather,,,,,,,,,,,,,,,,
Fustian Cloth Chest Armor with Copper Binding and Hardened Leather#_066dd04567d61aa9514eca1a2be4154f,Fustian Cloth Chest Armor with Copper Binding and Hardened Leather,1,,0,,,"Tailoring Scissors, Bone Needle, (5)Bolt of Fustian Cloth, (3)Copper Binding, (2)Yard of Hardened Leather, (4)Wax",Tailoring Scissors,1,0,Bone Needle,1,0,Bolt of Fustian Cloth,5,0,Copper Binding,3,0,Yard of Hardened Leather,2,0,Wax,4,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,,2046.00,186.00,1860,-1825.00,70,,,,,0.00,10.00,0.00,0,1,4,,,,5%,Focus,2.50%,Focus,2%,Weapon Damage,0.5,Combat Damage,1%,Weapon Damage,,,1.5,,,,,,,,,100,2,3,2,0,,,,,,,,,,,,,1,,67,,,Fustian Cloth Chest Armor with Copper Binding and Hardened Leather,,,,,,,,,,,,,,,,
Fustian Cloth Chest Armor with Copper Binding and Leather#_dc3d9e844fa5d0c62b18178699e9d488,Fustian Cloth Chest Armor with Copper Binding and Leather,1,,0,,,"Tailoring Scissors, Bone Needle, (5)Bolt of Fustian Cloth, (3)Copper Binding, (2)Yard of Leather, (4)Wax",Tailoring Scissors,1,0,Bone Needle,1,0,Bolt of Fustian Cloth,5,0,Copper Binding,3,0,Yard of Leather,2,0,Wax,4,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,,1597.20,145.20,1452,-1417.00,70,,,,,0.00,10.00,0.00,0,1,4,,,,5%,Focus,3%,Focus,2%,Weapon Damage,50%,Combat Damage,,,,,1.5,,,,,,,,,100,2,3,2,0,,,,,,,,,,,,,1,,58,,,Fustian Cloth Chest Armor with Copper Binding and Leather,,,,,,,,,,,,,,,,
Fustian Cloth Chest Armor with Copper Binding and Supple Leather#_af0c25cea40a3124af080ebd610ca0e5,Fustian Cloth Chest Armor with Copper Binding and Supple Leather,1,,0,,,"Tailoring Scissors, Bone Needle, (5)Bolt of Fustian Cloth, (3)Copper Binding, (2)Yard of Supple Leather, (4)Wax",Tailoring Scissors,1,0,Bone Needle,1,0,Bolt of Fustian Cloth,5,0,Copper Binding,3,0,Yard of Supple Leather,2,0,Wax,4,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,,2046.00,186.00,1860,-1825.00,70,,,,,0.00,10.00,0.00,0,1,4,,,,5.00%,Focus,2.50%,Focus,1.50%,Weapon Damage,0.5,Combat Damage,0.40%,Weapon Critical Damage,,,1.5,,,,,,,,,100,2,3,2,0,,,,,,,,,,,,,1,,65,,,Fustian Cloth Chest Armor with Copper Binding and Supple Leather,,,,,,,,,,,,,,,,
Fustian Cloth Chest Armor with Iron Binding and Hardened Leather#_7710399100041070857d3a46454ba613,Fustian Cloth Chest Armor with Iron Binding and Hardened Leather,1,,0,,,"Tailoring Scissors, Bone Needle, (5)Bolt of Fustian Cloth, (3)Iron Binding, (2)Yard of Hardened Leather, (4)Wax",Tailoring Scissors,1,0,Bone Needle,1,0,Bolt of Fustian Cloth,5,0,Iron Binding,3,0,Yard of Hardened Leather,2,0,Wax,4,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,,2046.00,186.00,1860,-1825.00,70,,,,,0.00,10.00,0.00,0,1,4,,,,5%,Focus,2.50%,Focus,6%,Item Damage Resist,50%,Combat Damage,1.00%,Weapon Damage,,,1.5,,,,,,,,,100,2,3,2,0,,,,,,,,,,,,,1,,65,,,Fustian Cloth Chest Armor with Iron Binding and Hardened Leather,,,,,,,,,,,,,,,,
Fustian Cloth Chest Armor with Iron Binding and Leather#_07f616bf9590f89f9be22d31cf0b2967,Fustian Cloth Chest Armor with Iron Binding and Leather,1,,0,,,"Tailoring Scissors, Bone Needle, (5)Bolt of Fustian Cloth, (3)Iron Binding, (2)Yard of Leather, (4)Wax",Tailoring Scissors,1,0,Bone Needle,1,0,Bolt of Fustian Cloth,5,0,Iron Binding,3,0,Yard of Leather,2,0,Wax,4,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,,1597.20,145.20,1452,-1417.00,70,,,,,0.00,10.00,0.00,0,1,4,,,,5%,Focus,3%,Focus,6%,Item Damage Resist,0.5,Combat Damage,,,,,1.5,,,,,,,,,100,2,3,2,0,,,,,,,,,,,,,1,,56,,,Fustian Cloth Chest Armor with Iron Binding and Leather,,,,,,,,,,,,,,,,
Fustian Cloth Chest Armor with Iron Binding and Supple Leather#_04ab2bf7f49b9b7e91719bc8e0955b68,Fustian Cloth Chest Armor with Iron Binding and Supple Leather,1,,0,,,"Tailoring Scissors, Bone Needle, (5)Bolt of Fustian Cloth, (3)Iron Binding, (2)Yard of Supple Leather, (4)Wax",Tailoring Scissors,1,0,Bone Needle,1,0,Bolt of Fustian Cloth,5,0,Iron Binding,3,0,Yard of Supple Leather,2,0,Wax,4,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,,2046.00,186.00,1860,-1825.00,70,,,,,0.00,10.00,0.00,0,1,4,,,,5%,Focus,2.50%,Focus,6%,Item Damage Resist,0.5,Combat Damage,0.40%,Weapon Critical Damage,,,1.5,,,,,,,,,100,2,3,2,0,,,,,,,,,,,,,1,,63,,,Fustian Cloth Chest Armor with Iron Binding and Supple Leather,,,,,,,,,,,,,,,,
Fustian Cloth Chest Armor with White Iron Binding and Supple Leather#_2fbe961f9ceef7422356be283f86ddaa,Fustian Cloth Chest Armor with White Iron Binding and Supple Leather,1,,0,,,"Tailoring Scissors, Bone Needle, (5)Bolt of Fustian Cloth, (3)White Iron Binding, (2)Yard of Supple Leather, (4)Wax",Tailoring Scissors,1,0,Bone Needle,1,0,Bolt of Fustian Cloth,5,0,White Iron Binding,3,0,Yard of Supple Leather,2,0,Wax,4,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,,2603.70,236.70,2367,-2332.00,70,,,,,0.00,10.00,0.00,0,1,4,,,,5%,Focus,2.50%,Focus,6%,Item Damage Resist,3%,Health,0.5,Combat Damage,0.40%,Weapon Critical Damage,1.5,,,,,,,,,100,2,3,2,0,,,,,,,,,,,,,1,,69,,,Fustian Cloth Chest Armor with White Iron Binding and Supple Leather,,,,,,,,,,,,,,,,
Fustian Cloth Leggings with Bronze Binding and Leather#_d121ab6935c696d142885ef3c63bc941,Fustian Cloth Leggings with Bronze Binding and Leather,1,,0,,,"Tailoring Scissors, Bone Needle, (4)Bolt of Fustian Cloth, (2)Bronze Binding, Yard of Leather, (3)Wax",Tailoring Scissors,1,0,Bone Needle,1,0,Bolt of Fustian Cloth,4,0,Bronze Binding,2,0,Yard of Leather,1,0,Wax,3,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,,1480.60,134.60,1346,-1311.00,70,,,,,0.00,10.00,0.00,0,1,4,,,,4%,Focus,2%,Focus,1%,Weapon Damage,0.20%,Item Damage Resist,0.25,Combat Damage,,,1,,,,,,,,,100,1,0,0,0,,,,,,,,,,,,,1,,55,,,Fustian Cloth Leggings with Bronze Binding and Leather,,,,,,,,,,,,,,,,
Fustian Cloth Leggings with Bronze Binding and Supple Leather#_0fa5074a22a670b976942a2dfdca414d,Fustian Cloth Leggings with Bronze Binding and Supple Leather,1,,0,,,"Tailoring Scissors, Bone Needle, (4)Bolt of Fustian Cloth, (2)Bronze Binding, Yard of Supple Leather, (3)Wax",Tailoring Scissors,1,0,Bone Needle,1,0,Bolt of Fustian Cloth,4,0,Bronze Binding,2,0,Yard of Supple Leather,1,0,Wax,3,0,,,0,,,0,,,0,,,0,,,0,,Production,Tailoring,,1705.00,155.00,1550,-1515.00,70,,,,,0.00,10.00,0.00,0,1,4,,,,4%,Focus,2%,Focus,1.00%,Weapon Damage,0.20%,Item Damage Resist,0.25,Combat Damage,0.20%,Weapon Critical Damage,1,,,,,,,,,100,1,0,0,0,,,,,,,,,,,,,1,,62,,,Fustian Cloth Leggings with Bronze Binding and Supple Leather,,,,,,,,,,,,,,,,
